word,latitude,longitude
lights,47.6063889,-122.3308333
lights,38.9858333,-119.1619444
lights,42.8863889,-78.8786111
lights,33.0794444,-96.4152778
lights,33.5441667,-84.2338889
lights,40.8663889,-86.4033333
lights,35.1677778,-78.9730556
lights,38.7508333,-77.4755556
lights,47.6063889,-122.3308333
lights,-12.45722,130.836639
lights,41.0144444,-75.6013889
lights,40.2691667,-79.89
lights,40.3461111,-94.8722222
lights,40.2986111,-83.0680556
lights,47.5002778,-111.3
lights,45.35,-72.516667
lights,43.8013889,-91.2394444
lights,30.2669444,-97.7427778
lights,37.2152778,-93.2980556
lights,32.0722222,-84.2327778
lights,40.5775,-85.8733333
lights,40.6305556,-76.1713889
lights,38.5733333,-109.5491667
lights,33.6888889,-78.8869444
lights,37.6922222,-97.3372222
lights,37.6922222,-97.3372222
